Altium Designer Pick and Place Locations
C:\Users\schwarz\AppData\Local\TempReleases\Snapshot\1\Assembly automotive\pnp-data\Pick Place for slave(automotive).csv

========================================================================================================================
File Design Information:

Date:       17-12-24
Time:       17:40
Revision:   Not in VersionControl
Variant:    automotive
Units used: mm

"Designator,""Comment"",""Layer"",""Footprint"",""Center-X(mm)"",""Center-Y(mm)"",""Rotation"",""Description"",""Height(mm)"""
"R1312_1,""100R"",""TopLayer"",""RESC1608X05N"",""133.9649"",""29.8326"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1312_2,""100R"",""TopLayer"",""RESC1608X05N"",""80.6249"",""29.8326"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1313_1,""100R"",""TopLayer"",""RESC1608X05N"",""106.0450"",""29.8450"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1313_2,""100R"",""TopLayer"",""RESC1608X05N"",""52.7050"",""29.8450"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1314_1,""100R"",""TopLayer"",""RESC1608X05N"",""108.5850"",""29.8450"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1314_2,""100R"",""TopLayer"",""RESC1608X05N"",""55.2450"",""29.8450"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1315_1,""100R"",""TopLayer"",""RESC1608X05N"",""111.1250"",""29.8450"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1315_2,""100R"",""TopLayer"",""RESC1608X05N"",""57.7850"",""29.8450"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1316_1,""100R"",""TopLayer"",""RESC1608X05N"",""113.6650"",""29.8450"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1316_2,""100R"",""TopLayer"",""RESC1608X05N"",""60.3250"",""29.8450"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1317_1,""100R"",""TopLayer"",""RESC1608X05N"",""116.2050"",""29.8450"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1317_2,""100R"",""TopLayer"",""RESC1608X05N"",""62.8650"",""29.8450"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1318_1,""100R"",""TopLayer"",""RESC1608X05N"",""118.7450"",""29.8450"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1318_2,""100R"",""TopLayer"",""RESC1608X05N"",""65.4050"",""29.8450"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1400_1,""1k2"",""TopLayer"",""RESC1608X05N"",""133.9850"",""58.8375"",""90"",""SMD Resistor 1k2 0603"",""0.4500"""
"R1400_2,""1k2"",""TopLayer"",""RESC1608X05N"",""80.3275"",""58.7876"",""90"",""SMD Resistor 1k2 0603"",""0.4500"""
"R1401_1,""100R"",""TopLayer"",""RESC2012X05N"",""127.6350"",""59.6900"",""270"",""SMD Resistor 100R 0805"",""0.5000"""
"R1401_2,""100R"",""TopLayer"",""RESC2012X05N"",""73.6600"",""59.6900"",""270"",""SMD Resistor 100R 0805"",""0.5000"""
"R1402_1,""820R"",""TopLayer"",""RESC1608X05N"",""135.4960"",""58.8375"",""270"",""SMD Resistor 820R 0603"",""0.4500"""
"R1402_2,""820R"",""TopLayer"",""RESC1608X05N"",""81.9150"",""58.7876"",""270"",""SMD Resistor 820R 0603"",""0.4500"""
"R1403_1,""270R"",""TopLayer"",""RESC1608X05N"",""135.7799"",""63.8176"",""0"",""SMD Resistor 270R 0603"",""0.4500"""
"R1403_2,""270R"",""TopLayer"",""RESC1608X05N"",""82.0738"",""63.8175"",""0"",""SMD Resistor 270R 0603"",""0.4500"""
"R1404_1,""1M"",""TopLayer"",""RESC1608X05N"",""136.9299"",""58.8375"",""90"",""SMD Resistor 1M 0603"",""0.4500"""
"R1404_2,""1M"",""TopLayer"",""RESC1608X05N"",""83.5025"",""58.7876"",""90"",""SMD Resistor 1M 0603"",""0.4500"""
"R1405_1,""120R"",""TopLayer"",""RESC1608X05N"",""40.9575"",""29.2100"",""0"",""SMD Resistor 120R 0603"",""0.4500"""
"R1405_2,""120R"",""TopLayer"",""RESC1608X05N"",""25.0825"",""29.2100"",""0"",""SMD Resistor 120R 0603"",""0.4500"""
"R1407_1,""0R"",""TopLayer"",""RESC1608X05N"",""132.0800"",""61.4363"",""90"",""SMD Resistor 0R 0603"",""0.4500"""
"R1407_2,""0R"",""TopLayer"",""RESC1608X05N"",""78.4225"",""61.4363"",""90"",""SMD Resistor 0R 0603"",""0.4500"""
"R1409_1,""0R"",""TopLayer"",""RESC1608X05N"",""145.7325"",""58.2613"",""180"",""SMD Resistor 0R 0603"",""0.4500"""
"R1409_2,""0R"",""TopLayer"",""RESC1608X05N"",""92.3925"",""58.2613"",""180"",""SMD Resistor 0R 0603"",""0.4500"""
"R1411_1,""0R"",""TopLayer"",""RESC1608X05N"",""145.7325"",""55.3403"",""180"",""SMD Resistor 0R 0603"",""0.4500"""
"R1411_2,""0R"",""TopLayer"",""RESC1608X05N"",""92.3925"",""55.0863"",""180"",""SMD Resistor 0R 0603"",""0.4500"""
"R1413_1,""0R"",""TopLayer"",""RESC1608X05N"",""145.7325"",""51.9113"",""180"",""SMD Resistor 0R 0603"",""0.4500"""
"R1413_2,""0R"",""TopLayer"",""RESC1608X05N"",""92.3925"",""51.9113"",""180"",""SMD Resistor 0R 0603"",""0.4500"""
"R1415_1,""0R"",""TopLayer"",""RESC1608X05N"",""145.7325"",""48.5775"",""180"",""SMD Resistor 0R 0603"",""0.4500"""
"R1415_2,""0R"",""TopLayer"",""RESC1608X05N"",""92.3925"",""48.7363"",""180"",""SMD Resistor 0R 0603"",""0.4500"""
"R1417_1,""0R"",""TopLayer"",""RESC1608X05N"",""145.7325"",""45.4025"",""180"",""SMD Resistor 0R 0603"",""0.4500"""
"R1417_2,""0R"",""TopLayer"",""RESC1608X05N"",""92.3724"",""45.6049"",""180"",""SMD Resistor 0R 0603"",""0.4500"""
"R1418_1,""120R"",""TopLayer"",""RESC1608X05N"",""34.9250"",""29.2100"",""0"",""SMD Resistor 120R 0603"",""0.4500"""
"R1418_2,""120R"",""TopLayer"",""RESC1608X05N"",""19.0500"",""29.2100"",""0"",""SMD Resistor 120R 0603"",""0.4500"""
"R1419_1,""1k2"",""TopLayer"",""RESC1608X05N"",""148.2725"",""53.4988"",""90"",""SMD Resistor 1k2 0603"",""0.4500"""
"R1419_2,""1k2"",""TopLayer"",""RESC1608X05N"",""95.1349"",""53.7337"",""90"",""SMD Resistor 1k2 0603"",""0.4500"""
"R1420_1,""1k2"",""TopLayer"",""RESC1608X05N"",""150.3363"",""53.4988"",""90"",""SMD Resistor 1k2 0603"",""0.4500"""
"R1420_2,""1k2"",""TopLayer"",""RESC1608X05N"",""97.2226"",""53.7370"",""90"",""SMD Resistor 1k2 0603"",""0.4500"""
"R1421_1,""10k"",""TopLayer"",""RESC1608X05N"",""154.6860"",""47.8790"",""90"",""SMD Resistor 10k 0603"",""0.4500"""
"R1421_2,""10k"",""TopLayer"",""RESC1608X05N"",""74.9300"",""53.7210"",""180"",""SMD Resistor 10k 0603"",""0.4500"""
"R1422_1,""10k"",""TopLayer"",""RESC1608X05N"",""154.6860"",""51.2445"",""90"",""SMD Resistor 10k 0603"",""0.4500"""
"R1422_2,""10k"",""TopLayer"",""RESC1608X05N"",""74.9300"",""55.1180"",""180"",""SMD Resistor 10k 0603"",""0.4500"""
"R1423_1,""10k"",""TopLayer"",""RESC1608X05N"",""152.4318"",""52.6647"",""180"",""SMD Resistor 10k 0603"",""0.4500"""
"R1423_2,""10k"",""TopLayer"",""RESC1608X05N"",""74.9300"",""56.5150"",""180"",""SMD Resistor 10k 0603"",""0.4500"""
"R1424_1,""10k"",""TopLayer"",""RESC1608X05N"",""152.4318"",""54.1988"",""180"",""SMD Resistor 10k 0603"",""0.4500"""
"R1424_2,""10k"",""TopLayer"",""RESC1608X05N"",""89.7255"",""55.4523"",""90"",""SMD Resistor 10k 0603"",""0.4500"""
"T1500,""NX2301P,215"",""TopLayer"",""NXP-SOT23_N"",""118.1100"",""71.1200"",""90"",""P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"",""1.1000"""
"T1501,""NX2301P,215"",""TopLayer"",""NXP-SOT23_N"",""123.8250"",""71.1200"",""90"",""P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"",""1.1000"""
"T1502,""NX2301P,215"",""TopLayer"",""NXP-SOT23_N"",""129.5400"",""71.1200"",""90"",""P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"",""1.1000"""
"T1503,""NX2301P,215"",""TopLayer"",""NXP-SOT23_N"",""135.2674"",""71.1200"",""90"",""P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"",""1.1000"""
"T1504,""NX2301P,215"",""TopLayer"",""NXP-SOT23_N"",""140.9700"",""71.1200"",""90"",""P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"",""1.1000"""
"T1505,""NX2301P,215"",""TopLayer"",""NXP-SOT23_N"",""146.6850"",""71.1200"",""90"",""P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"",""1.1000"""
"T1506,""NX2301P,215"",""TopLayer"",""NXP-SOT23_N"",""83.8200"",""71.1200"",""90"",""P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"",""1.1000"""
"T1507,""NX2301P,215"",""TopLayer"",""NXP-SOT23_N"",""89.5350"",""71.1200"",""90"",""P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"",""1.1000"""
"T1508,""NX2301P,215"",""TopLayer"",""NXP-SOT23_N"",""95.2500"",""71.1200"",""90"",""P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"",""1.1000"""
"T1509,""NX2301P,215"",""TopLayer"",""NXP-SOT23_N"",""100.9800"",""71.1200"",""90"",""P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"",""1.1000"""
"T1510,""NX2301P,215"",""TopLayer"",""NXP-SOT23_N"",""106.6599"",""71.1200"",""90"",""P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"",""1.1000"""
"T1511,""NX2301P,215"",""TopLayer"",""NXP-SOT23_N"",""112.3950"",""71.1200"",""90"",""P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"",""1.1000"""
"T1512,""NX2301P,215"",""TopLayer"",""NXP-SOT23_N"",""49.5297"",""71.1200"",""90"",""P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"",""1.1000"""
"T1513,""NX2301P,215"",""TopLayer"",""NXP-SOT23_N"",""55.2450"",""71.1200"",""90"",""P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"",""1.1000"""
"T1514,""NX2301P,215"",""TopLayer"",""NXP-SOT23_N"",""60.9600"",""71.1200"",""90"",""P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"",""1.1000"""
"T1515,""NX2301P,215"",""TopLayer"",""NXP-SOT23_N"",""66.6750"",""71.1200"",""90"",""P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"",""1.1000"""
"T1516,""NX2301P,215"",""TopLayer"",""NXP-SOT23_N"",""72.3900"",""71.1200"",""90"",""P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"",""1.1000"""
"T1517,""NX2301P,215"",""TopLayer"",""NXP-SOT23_N"",""78.1050"",""71.1200"",""90"",""P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"",""1.1000"""
"TP900,""Testpoint_Square"",""TopLayer"",""Testpoint_S1"",""12.3825"",""22.2250"",""90"",""Testpoint, square"",""0.0000"""
"TP901,""Testpoint_Square"",""TopLayer"",""Testpoint_S1"",""9.8425"",""22.2250"",""90"",""Testpoint, square"",""0.0000"""
"TP902,""Testpoint_Square"",""TopLayer"",""Testpoint_S1"",""44.9263"",""72.8663"",""90"",""Testpoint, square"",""0.0000"""
"TP903,""Testpoint_Square"",""TopLayer"",""Testpoint_S1"",""43.1800"",""72.8663"",""90"",""Testpoint, square"",""0.0000"""
"TP1400_1,""Testpoint_Square"",""TopLayer"",""Testpoint_S1"",""132.3975"",""63.8175"",""180"",""Testpoint, square"",""0.0000"""
"TP1400_2,""Testpoint_Square"",""TopLayer"",""Testpoint_S1"",""78.7400"",""63.8175"",""180"",""Testpoint, square"",""0.0000"""
"TP1401_1,""Testpoint_Square"",""TopLayer"",""Testpoint_S1"",""148.8874"",""59.2138"",""0"",""Testpoint, square"",""0.0000"""
"TP1401_2,""Testpoint_Square"",""TopLayer"",""Testpoint_S1"",""95.5675"",""59.2138"",""180"",""Testpoint, square"",""0.0000"""
"TP1402_1,""Testpoint_Square"",""TopLayer"",""Testpoint_S1"",""148.9075"",""60.6425"",""0"",""Testpoint, square"",""0.0000"""
"TP1402_2,""Testpoint_Square"",""TopLayer"",""Testpoint_S1"",""95.5675"",""60.6425"",""180"",""Testpoint, square"",""0.0000"""
"TP1403_1,""Testpoint_Square"",""TopLayer"",""Testpoint_S1"",""140.9700"",""63.8175"",""180"",""Testpoint, square"",""0.0000"""
"TP1403_2,""Testpoint_Square"",""TopLayer"",""Testpoint_S1"",""87.3125"",""63.8175"",""0"",""Testpoint, square"",""0.0000"""
"TP1404_1,""Testpoint_Square"",""TopLayer"",""Testpoint_S1"",""51.4350"",""10.9538"",""90"",""Testpoint, square"",""0.0000"""
"TP1404_2,""Testpoint_Square"",""TopLayer"",""Testpoint_S1"",""36.5125"",""10.9538"",""90"",""Testpoint, square"",""0.0000"""
"TP1405_1,""Testpoint_Square"",""TopLayer"",""Testpoint_S1"",""48.5900"",""10.9538"",""90"",""Testpoint, square"",""0.0000"""
"TP1405_2,""Testpoint_Square"",""TopLayer"",""Testpoint_S1"",""33.3875"",""10.9538"",""90"",""Testpoint, square"",""0.0000"""
"TP1406_1,""Testpoint_Square"",""TopLayer"",""Testpoint_S1"",""40.9575"",""10.9538"",""90"",""Testpoint, square"",""0.0000"""
"TP1406_2,""Testpoint_Square"",""TopLayer"",""Testpoint_S1"",""25.7175"",""10.9538"",""90"",""Testpoint, square"",""0.0000"""
"TP1407_1,""Testpoint_Square"",""TopLayer"",""Testpoint_S1"",""43.9738"",""10.9538"",""90"",""Testpoint, square"",""0.0000"""
"TP1407_2,""Testpoint_Square"",""TopLayer"",""Testpoint_S1"",""29.1899"",""10.9538"",""90"",""Testpoint, square"",""0.0000"""
"TP1408_1,""Testpoint_Square"",""TopLayer"",""Testpoint_S1"",""148.9075"",""57.7850"",""180"",""Testpoint, square"",""0.0000"""
"TP1408_2,""Testpoint_Square"",""TopLayer"",""Testpoint_S1"",""95.5675"",""57.7850"",""180"",""Testpoint, square"",""0.0000"""
"TP1409_1,""Testpoint_Square"",""TopLayer"",""Testpoint_S1"",""148.8874"",""56.3563"",""180"",""Testpoint, square"",""0.0000"""
"TP1409_2,""Testpoint_Square"",""TopLayer"",""Testpoint_S1"",""95.5675"",""56.3563"",""180"",""Testpoint, square"",""0.0000"""
"TR900,""WE_750313457"",""TopLayer"",""WE_750313457"",""29.5275"",""86.6775"",""0"",""MID-FLYLT Flyback Transformers for Linear Technology"",""11.4300"""
"TR1400_1,""HM2102NL"",""TopLayer"",""HM2102NL"",""37.9578"",""20.6273"",""90"",""Pulse HM2102NL BMS Transformer"",""5.0038"""
"TR1400_2,""HM2102NL"",""TopLayer"",""HM2102NL"",""22.0828"",""20.6273"",""90"",""Pulse HM2102NL BMS Transformer"",""5.0038"""
"U1100,""TLX9291A"",""TopLayer"",""SOIC127P700X220-4N"",""104.4575"",""60.6425"",""270"",""Optocoupler, Transistor Output, 1 Channel"",""2.2000"""
"U1101,""TLX9291A"",""TopLayer"",""SOIC127P700X220-4N"",""107.6325"",""60.6425"",""270"",""Optocoupler, Transistor Output, 1 Channel"",""2.2000"""
"U1102,""TLX9291A"",""TopLayer"",""SOIC127P700X220-4N"",""110.8075"",""60.6425"",""270"",""Optocoupler, Transistor Output, 1 Channel"",""2.2000"""
"U1103,""TLX9291A"",""TopLayer"",""SOIC127P700X220-4N"",""113.9825"",""60.6425"",""270"",""Optocoupler, Transistor Output, 1 Channel"",""2.2000"""
"U1104,""TLX9291A"",""TopLayer"",""SOIC127P700X220-4N"",""117.1575"",""60.6425"",""270"",""Optocoupler, Transistor Output, 1 Channel"",""2.2000"""
"U1105,""TLX9291A"",""TopLayer"",""SOIC127P700X220-4N"",""120.3325"",""60.6425"",""270"",""Optocoupler, Transistor Output, 1 Channel"",""2.2000"""
"U1106,""TLX9291A"",""TopLayer"",""SOIC127P700X220-4N"",""57.4675"",""60.6425"",""270"",""Optocoupler, Transistor Output, 1 Channel"",""2.2000"""
"U1107,""TLX9291A"",""TopLayer"",""SOIC127P700X220-4N"",""60.6425"",""60.6425"",""270"",""Optocoupler, Transistor Output, 1 Channel"",""2.2000"""
"U1108,""TLX9291A"",""TopLayer"",""SOIC127P700X220-4N"",""63.8175"",""60.6425"",""270"",""Optocoupler, Transistor Output, 1 Channel"",""2.2000"""
"U1109,""TLX9291A"",""TopLayer"",""SOIC127P700X220-4N"",""66.9925"",""60.6425"",""270"",""Optocoupler, Transistor Output, 1 Channel"",""2.2000"""
"U1110,""TLX9291A"",""TopLayer"",""SOIC127P700X220-4N"",""98.1075"",""60.6425"",""270"",""Optocoupler, Transistor Output, 1 Channel"",""2.2000"""
"U1111,""TLX9291A"",""TopLayer"",""SOIC127P700X220-4N"",""101.2825"",""60.6425"",""270"",""Optocoupler, Transistor Output, 1 Channel"",""2.2000"""
"U1112,""TLX9291A"",""TopLayer"",""SOIC127P700X220-4N"",""38.4175"",""60.6425"",""270"",""Optocoupler, Transistor Output, 1 Channel"",""2.2000"""
"U1113,""TLX9291A"",""TopLayer"",""SOIC127P700X220-4N"",""41.5925"",""60.6425"",""270"",""Optocoupler, Transistor Output, 1 Channel"",""2.2000"""
"U1114,""TLX9291A"",""TopLayer"",""SOIC127P700X220-4N"",""44.7675"",""60.6425"",""270"",""Optocoupler, Transistor Output, 1 Channel"",""2.2000"""
"U1115,""TLX9291A"",""TopLayer"",""SOIC127P700X220-4N"",""47.9425"",""60.6425"",""270"",""Optocoupler, Transistor Output, 1 Channel"",""2.2000"""
"U1116,""TLX9291A"",""TopLayer"",""SOIC127P700X220-4N"",""51.1175"",""60.6425"",""270"",""Optocoupler, Transistor Output, 1 Channel"",""2.2000"""
"U1117,""TLX9291A"",""TopLayer"",""SOIC127P700X220-4N"",""54.2925"",""60.6425"",""270"",""Optocoupler, Transistor Output, 1 Channel"",""2.2000"""
"U100_1,""AD8628ARTZ-R2"",""TopLayer"",""ADI-RJ-5_M"",""104.2988"",""21.4313"",""270"",""Single Channel RRIO Operational Amplifier, 2.5 MHz BW, 1 V/us SR, Industrial, 5-pin SOT23 (RJ-5), Reel"",""1.4500"""
"U100_2,""AD8628ARTZ-R2"",""TopLayer"",""ADI-RJ-5_M"",""75.7238"",""21.4313"",""270"",""Single Channel RRIO Operational Amplifier, 2.5 MHz BW, 1 V/us SR, Industrial, 5-pin SOT23 (RJ-5), Reel"",""1.4500"""
"U101_1,""AD8628ARTZ-R2"",""TopLayer"",""ADI-RJ-5_M"",""26.6700"",""63.1825"",""0"",""Single Channel RRIO Operational Amplifier, 2.5 MHz BW, 1 V/us SR, Industrial, 5-pin SOT23 (RJ-5), Reel"",""1.4500"""
"U101_2,""AD8628ARTZ-R2"",""TopLayer"",""ADI-RJ-5_M"",""26.6700"",""55.8800"",""0"",""Single Channel RRIO Operational Amplifier, 2.5 MHz BW, 1 V/us SR, Industrial, 5-pin SOT23 (RJ-5), Reel"",""1.4500"""
"U600_1,""LM5161QPWPRQ1"",""TopLayer"",""PWP0014A"",""112.3950"",""51.4350"",""0"",""Automotive DC/DC buck converter"",""1.2000"""
"U600_2,""LM5161QPWPRQ1"",""TopLayer"",""PWP0014A"",""57.7850"",""51.4350"",""0"",""Automotive DC/DC buck converter"",""1.2000"""
"U700_1,""TCA6408APWR"",""TopLayer"",""PW0016A_L"",""84.4550"",""17.4625"",""180"",""Low-Voltage 8-Bit I2C and SMBus I/O Expander, 1.65 to 5.5 V, -40 to 85 degC, 16-pin TSSOP (PW), Green (RoHS & no Sb/Br)"",""1.2000"""
"U700_2,""TCA6408APWR"",""TopLayer"",""PW0016A_L"",""55.0863"",""18.2563"",""180"",""Low-Voltage 8-Bit I2C and SMBus I/O Expander, 1.65 to 5.5 V, -40 to 85 degC, 16-pin TSSOP (PW), Green (RoHS & no Sb/Br)"",""1.2000"""
"X200,""molex_microfit_3_12x2_THT"",""TopLayer"",""MOLEX_MICROFIT_12x2_THT"",""131.0000"",""6.1576"",""180"",""Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 24 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-2400"",""8.7630"""
"X201,""molex_microfit_3_08x2_THT"",""TopLayer"",""MOLEX_MICROFIT_08x2_THT"",""96.5000"",""6.1575"",""180"",""Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 16 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-1600"",""8.7630"""
"X202,""molex_microfit_3_08x2_THT"",""TopLayer"",""MOLEX_MICROFIT_08x2_THT"",""68.0000"",""6.1575"",""180"",""Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 16 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-1600"",""8.7630"""
"X400,""gen_pinheader_2.54_2x9"",""TopLayer"",""Pinheader_2.54_2x9"",""16.5099"",""42.5450"",""180"",""Standard Pinheader, THD, gerade, 2.54mm, 2-reihig"",""8.7000"""
"X401,""gen_pinheader_2.54_2x9"",""TopLayer"",""Pinheader_2.54_2x9"",""16.5099"",""50.1650"",""180"",""Standard Pinheader, THD, gerade, 2.54mm, 2-reihig"",""8.7000"""
"X402,""gen_pinheader_2.54_2x5"",""TopLayer"",""Pinheader_2.54_2x5"",""36.8300"",""42.5450"",""180"",""Standard Pinheader, THD, gerade, 2.54mm, 2-reihig"",""0.0000"""
"X403,""gen_pinheader_2.54_2x5"",""TopLayer"",""Pinheader_2.54_2x5"",""36.8300"",""50.1650"",""180"",""Standard Pinheader, THD, gerade, 2.54mm, 2-reihig"",""0.0000"""
"X404,""gen_pinheader_2.54_2x10"",""TopLayer"",""Pinheader_2.54_2x10"",""17.7800"",""34.9250"",""180"",""Standard Pinheader, THD, gerade, 2.54mm, 2-reihig"",""8.7000"""
"X405,""gen_pinheader_2.54_2x4"",""TopLayer"",""Pinheader_2.54_2x4"",""38.1000"",""34.9250"",""180"",""Standard Pinheader, THD, gerade, 2.54mm, 2-reihig"",""8.7000"""
"X500,""molex_microfit_3_01x2_THT"",""TopLayer"",""MOLEX_MICROFIT_01x2_THT"",""50.0000"",""6.1575"",""180"",""Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 2 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-0200"",""8.7630"""
"X501,""molex_microfit_3_01x2_THT"",""TopLayer"",""MOLEX_MICROFIT_01x2_THT"",""42.5000"",""6.1575"",""180"",""Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 2 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-0200"",""8.7630"""
"X502,""molex_microfit_3_01x2_THT"",""TopLayer"",""MOLEX_MICROFIT_01x2_THT"",""35.0000"",""6.1575"",""180"",""Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 2 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-0200"",""8.7630"""
"X503,""molex_microfit_3_01x2_THT"",""TopLayer"",""MOLEX_MICROFIT_01x2_THT"",""27.5000"",""6.1575"",""180"",""Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 2 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-0200"",""8.7630"""
"X1001,""molex_microfit_3_01x2_THT"",""TopLayer"",""MOLEX_MICROFIT_01x2_THT"",""20.0000"",""6.1575"",""180"",""Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 2 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-0200"",""8.7630"""
"X1002,""molex_microfit_3_01x2_THT"",""TopLayer"",""MOLEX_MICROFIT_01x2_THT"",""12.5000"",""6.1575"",""180"",""Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 2 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-0200"",""8.7630"""
"Z1300_1,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""139.0449"",""38.0876"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1300_2,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""85.7049"",""38.0876"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1301_1,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""141.5849"",""35.5476"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1301_2,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""88.2449"",""35.5476"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1302_1,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""144.1249"",""38.0876"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1302_2,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""90.7849"",""38.0876"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1303_1,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""146.6649"",""35.5476"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1303_2,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""93.3249"",""35.5476"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1304_1,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""149.2049"",""38.0876"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
